"Label (Grouping)","Alameda County, California!!Number!!Estimate","Alameda County, California!!Percent Distribution!!Estimate","Alameda County, California!!Median income (dollars)!!Estimate","Butte County, California!!Number!!Estimate","Butte County, California!!Percent Distribution!!Estimate","Butte County, California!!Median income (dollars)!!Estimate","Contra Costa County, California!!Number!!Estimate","Contra Costa County, California!!Percent Distribution!!Estimate","Contra Costa County, California!!Median income (dollars)!!Estimate","El Dorado County, California!!Number!!Estimate","El Dorado County, California!!Percent Distribution!!Estimate","El Dorado County, California!!Median income (dollars)!!Estimate","Fresno County, California!!Number!!Estimate","Fresno County, California!!Percent Distribution!!Estimate","Fresno County, California!!Median income (dollars)!!Estimate","Humboldt County, California!!Number!!Estimate","Humboldt County, California!!Percent Distribution!!Estimate","Humboldt County, California!!Median income (dollars)!!Estimate","Imperial County, California!!Number!!Estimate","Imperial County, California!!Percent Distribution!!Estimate","Imperial County, California!!Median income (dollars)!!Estimate","Kern County, California!!Number!!Estimate","Kern County, California!!Percent Distribution!!Estimate","Kern County, California!!Median income (dollars)!!Estimate","Kings County, California!!Number!!Estimate","Kings County, California!!Percent Distribution!!Estimate","Kings County, California!!Median income (dollars)!!Estimate","Lake County, California!!Number!!Estimate","Lake County, California!!Percent Distribution!!Estimate","Lake County, California!!Median income (dollars)!!Estimate","Los Angeles County, California!!Number!!Estimate","Los Angeles County, California!!Percent Distribution!!Estimate","Los Angeles County, California!!Median income (dollars)!!Estimate","Madera County, California!!Number!!Estimate","Madera County, California!!Percent Distribution!!Estimate","Madera County, California!!Median income (dollars)!!Estimate","Marin County, California!!Number!!Estimate","Marin County, California!!Percent Distribution!!Estimate","Marin County, California!!Median income (dollars)!!Estimate","Mendocino County, California!!Number!!Estimate","Mendocino County, California!!Percent Distribution!!Estimate","Mendocino County, California!!Median income (dollars)!!Estimate","Merced County, California!!Number!!Estimate","Merced County, California!!Percent Distribution!!Estimate","Merced County, California!!Median income (dollars)!!Estimate","Monterey County, California!!Number!!Estimate","Monterey County, California!!Percent Distribution!!Estimate","Monterey County, California!!Median income (dollars)!!Estimate","Napa County, California!!Number!!Estimate","Napa County, California!!Percent Distribution!!Estimate","Napa County, California!!Median income (dollars)!!Estimate","Nevada County, California!!Number!!Estimate","Nevada County, California!!Percent Distribution!!Estimate","Nevada County, California!!Median income (dollars)!!Estimate","Orange County, California!!Number!!Estimate","Orange County, California!!Percent Distribution!!Estimate","Orange County, California!!Median income (dollars)!!Estimate","Placer County, California!!Number!!Estimate","Placer County, California!!Percent Distribution!!Estimate","Placer County, California!!Median income (dollars)!!Estimate","Riverside County, California!!Number!!Estimate","Riverside County, California!!Percent Distribution!!Estimate","Riverside County, California!!Median income (dollars)!!Estimate","Sacramento County, California!!Number!!Estimate","Sacramento County, California!!Percent Distribution!!Estimate","Sacramento County, California!!Median income (dollars)!!Estimate","San Benito County, California!!Number!!Estimate","San Benito County, California!!Percent Distribution!!Estimate","San Benito County, California!!Median income (dollars)!!Estimate","San Bernardino County, California!!Number!!Estimate","San Bernardino County, California!!Percent Distribution!!Estimate","San Bernardino County, California!!Median income (dollars)!!Estimate","San Diego County, California!!Number!!Estimate","San Diego County, California!!Percent Distribution!!Estimate","San Diego County, California!!Median income (dollars)!!Estimate","San Francisco County, California!!Number!!Estimate","San Francisco County, California!!Percent Distribution!!Estimate","San Francisco County, California!!Median income (dollars)!!Estimate","San Joaquin County, California!!Number!!Estimate","San Joaquin County, California!!Percent Distribution!!Estimate","San Joaquin County, California!!Median income (dollars)!!Estimate","San Luis Obispo County, California!!Number!!Estimate","San Luis Obispo County, California!!Percent Distribution!!Estimate","San Luis Obispo County, California!!Median income (dollars)!!Estimate","San Mateo County, California!!Number!!Estimate","San Mateo County, California!!Percent Distribution!!Estimate","San Mateo County, California!!Median income (dollars)!!Estimate","Santa Barbara County, California!!Number!!Estimate","Santa Barbara County, California!!Percent Distribution!!Estimate","Santa Barbara County, California!!Median income (dollars)!!Estimate","Santa Clara County, California!!Number!!Estimate","Santa Clara County, California!!Percent Distribution!!Estimate","Santa Clara County, California!!Median income (dollars)!!Estimate","Santa Cruz County, California!!Number!!Estimate","Santa Cruz County, California!!Percent Distribution!!Estimate","Santa Cruz County, California!!Median income (dollars)!!Estimate","Shasta County, California!!Number!!Estimate","Shasta County, California!!Percent Distribution!!Estimate","Shasta County, California!!Median income (dollars)!!Estimate","Solano County, California!!Number!!Estimate","Solano County, California!!Percent Distribution!!Estimate","Solano County, California!!Median income (dollars)!!Estimate","Sonoma County, California!!Number!!Estimate","Sonoma County, California!!Percent Distribution!!Estimate","Sonoma County, California!!Median income (dollars)!!Estimate","Stanislaus County, California!!Number!!Estimate","Stanislaus County, California!!Percent Distribution!!Estimate","Stanislaus County, California!!Median income (dollars)!!Estimate","Sutter County, California!!Number!!Estimate","Sutter County, California!!Percent Distribution!!Estimate","Sutter County, California!!Median income (dollars)!!Estimate","Tehama County, California!!Number!!Estimate","Tehama County, California!!Percent Distribution!!Estimate","Tehama County, California!!Median income (dollars)!!Estimate","Tulare County, California!!Number!!Estimate","Tulare County, California!!Percent Distribution!!Estimate","Tulare County, California!!Median income (dollars)!!Estimate","Ventura County, California!!Number!!Estimate","Ventura County, California!!Percent Distribution!!Estimate","Ventura County, California!!Median income (dollars)!!Estimate","Yolo County, California!!Number!!Estimate","Yolo County, California!!Percent Distribution!!Estimate","Yolo County, California!!Median income (dollars)!!Estimate","Yuba County, California!!Number!!Estimate","Yuba County, California!!Percent Distribution!!Estimate","Yuba County, California!!Median income (dollars)!!Estimate"
"        Hispanic or Latino origin (of any race)","99,043","16.8%","82,011","11,389","14.0%","47,449","85,995","20.9%","88,361","8,553","11.4%","67,648","148,856","46.1%","53,082","N","N","50,500","37,597","78.6%","50,707","129,846","45.9%","51,405","21,713","50.3%","56,240","N","N","49,922","1,321,294","39.1%","66,929","20,552","46.7%","50,659","10,765","10.4%","76,487","N","N","N","45,214","53.2%","52,236","63,126","47.4%","75,340","12,202","24.4%","85,376","N","N","69,871","271,489","25.2%","81,606","18,922","12.1%","89,214","315,389","41.2%","73,561","109,076","19.1%","71,698","10,588","52.1%","95,233","313,839","46.4%","71,385","304,637","26.2%","72,130","43,522","12.4%","75,458","86,129","35.6%","76,195","18,307","17.0%","67,093","51,198","19.4%","95,259","53,818","35.7%","74,253","123,081","18.9%","89,201","24,230","24.9%","76,250","6,151","8.6%","67,592","35,300","22.4%","76,532","37,393","19.6%","79,265","71,210","40.9%","68,348","8,731","25.9%","54,399","N","N","60,186","83,797","58.4%","52,179","89,975","32.2%","77,536","22,094","28.8%","68,049","6,984","25.0%","58,500"
"        White alone, not Hispanic or Latino","206,795","35.1%","126,060","61,135","75.1%","69,995","197,011","47.9%","125,957","60,257","80.4%","89,321","116,562","36.1%","77,258","41,376","75.0%","58,964","7,394","15.5%","62,507","113,792","40.2%","69,635","16,588","38.4%","73,643","19,694","71.7%","62,475","1,103,193","32.7%","95,193","19,092","43.3%","74,974","80,125","77.5%","131,427","25,032","73.0%","64,760","28,192","33.2%","55,077","54,575","41.0%","98,176","31,992","64.0%","98,875","36,065","84.5%","78,452","518,937","48.2%","110,482","114,873","73.7%","104,988","321,648","42.0%","81,596","287,534","50.3%","85,337","8,686","42.8%","111,500","225,788","33.4%","80,927","612,211","52.6%","102,315","157,791","45.0%","165,332","90,926","37.6%","88,569","79,859","74.2%","82,189","115,698","43.8%","146,928","81,024","53.8%","96,358","231,849","35.6%","147,893","63,419","65.1%","107,468","58,288","81.5%","60,303","68,617","43.5%","95,373","133,605","70.1%","100,360","81,226","46.6%","81,371","17,581","52.2%","69,365","17,697","73.9%","46,478","50,083","34.9%","70,174","154,010","55.2%","105,999","39,221","51.0%","84,850","16,257","58.2%","64,462"
"HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    15 to 24 years","11,237","1.9%","45,439","6,415","7.9%","22,870","7,516","1.8%","61,448","1,621","2.2%","35,494","11,662","3.6%","42,164","4,298","7.8%","40,232","867","1.8%","32,367","11,048","3.9%","40,633","2,316","5.4%","48,764","1,020","3.7%","75,309","84,147","2.5%","41,592","977","2.2%","52,004","783","0.8%","78,815","525","1.5%","12,335","2,998","3.5%","46,772","3,477","2.6%","51,005","1,257","2.5%","43,855","1,259","2.9%","31,001","24,646","2.3%","52,758","2,565","1.6%","37,170","13,310","1.7%","51,775","16,065","2.8%","44,663","N","N","-","18,127","2.7%","49,565","41,063","3.5%","51,521","9,737","2.8%","63,392","5,442","2.3%","46,092","6,604","6.1%","30,417","4,693","1.8%","49,196","9,753","6.5%","31,188","12,889","2.0%","86,532","4,963","5.1%","45,958","2,829","4.0%","37,324","2,628","1.7%","41,051","4,531","2.4%","58,450","4,016","2.3%","60,398","1,708","5.1%","36,467","702","2.9%","23,624","4,556","3.2%","42,169","3,954","1.4%","63,712","9,080","11.8%","26,677","956","3.4%","50,910"
"    25 to 44 years","218,413","37.1%","135,967","25,748","31.6%","70,055","127,116","30.9%","120,945","18,795","25.1%","87,169","122,872","38.1%","65,439","16,659","30.2%","54,997","16,303","34.1%","63,248","109,743","38.8%","61,497","17,987","41.7%","62,963","6,909","25.1%","64,220","1,193,533","35.4%","83,939","12,437","28.2%","61,470","20,937","20.3%","152,253","9,198","26.8%","77,215","30,613","36.0%","60,986","44,809","33.6%","85,429","14,180","28.4%","96,921","8,980","21.0%","99,136","343,474","31.9%","106,747","44,893","28.8%","121,641","249,425","32.6%","83,711","210,579","36.8%","86,319","N","N","107,408","249,971","37.0%","77,566","429,929","37.0%","99,437","141,725","40.4%","173,521","87,932","36.4%","81,987","29,777","27.7%","94,012","89,259","33.8%","160,021","47,071","31.3%","84,054","244,653","37.6%","168,169","25,135","25.8%","109,688","19,957","27.9%","71,932","51,964","33.0%","93,986","56,103","29.4%","102,359","64,140","36.8%","73,793","10,706","31.8%","66,783","6,455","27.0%","59,055","55,653","38.8%","60,587","77,916","27.9%","101,411","23,815","31.0%","88,334","11,350","40.6%","67,330"
"    45 to 64 years","222,124","37.7%","119,470","25,946","31.9%","74,137","164,670","40.0%","139,458","28,676","38.3%","129,655","114,190","35.4%","75,222","17,879","32.4%","70,611","17,697","37.0%","67,610","101,033","35.7%","71,567","13,384","31.0%","76,645","8,983","32.7%","61,801","1,314,154","38.9%","86,620","17,249","39.2%","73,820","42,191","40.8%","149,063","11,673","34.1%","66,709","30,524","35.9%","59,150","48,089","36.1%","96,951","18,798","37.6%","125,960","16,052","37.6%","95,780","433,772","40.3%","117,893","58,884","37.8%","125,974","295,636","38.6%","94,797","209,451","36.6%","92,530","N","N","118,605","262,418","38.8%","86,804","412,019","35.4%","104,189","113,017","32.2%","120,513","90,756","37.5%","96,504","32,756","30.5%","99,415","99,866","37.8%","156,178","52,079","34.6%","106,630","247,394","38.0%","164,845","36,958","38.0%","123,961","24,542","34.3%","74,171","58,490","37.1%","101,811","67,896","35.6%","114,041","65,882","37.8%","89,313","12,708","37.8%","65,145","7,902","33.0%","54,271","51,579","35.9%","65,669","113,935","40.8%","112,735","26,010","33.8%","105,535","9,266","33.2%","62,147"
"    65 years and over","137,406","23.3%","70,844","23,244","28.6%","61,308","112,258","27.3%","80,314","25,817","34.5%","71,106","73,922","22.9%","47,528","16,348","29.6%","50,815","12,982","27.1%","28,851","61,139","21.6%","42,863","9,456","21.9%","51,039","10,560","38.4%","52,944","783,753","23.2%","56,528","13,385","30.4%","53,108","39,467","38.2%","89,107","12,877","37.6%","47,991","20,832","24.5%","34,224","36,849","27.7%","64,237","15,744","31.5%","80,610","16,388","38.4%","62,718","275,301","25.6%","74,048","49,603","31.8%","68,339","207,302","27.1%","55,608","135,854","23.8%","58,302","N","N","75,502","145,413","21.5%","53,961","279,885","24.1%","66,704","86,317","24.6%","56,248","57,630","23.8%","59,763","38,434","35.7%","67,753","70,317","26.6%","81,943","41,647","27.7%","71,051","145,657","22.4%","77,828","30,297","31.1%","76,116","24,178","33.8%","49,093","44,535","28.3%","67,950","62,056","32.6%","71,231","40,171","23.1%","59,280","8,533","25.4%","57,248","8,891","37.1%","41,257","31,753","22.1%","46,816","83,363","29.9%","72,955","17,939","23.3%","53,962","6,370","22.8%","44,860"
"FAMILIES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Families","383,755","383,755","136,940","49,011","49,011","81,683","298,386","298,386","127,209","52,339","52,339","118,290","231,331","231,331","70,829","28,713","28,713","69,499","36,857","36,857","60,571","207,342","207,342","64,691","34,497","34,497","64,683","17,597","17,597","74,707","2,217,649","2,217,649","87,562","32,913","32,913","72,733","63,928","63,928","165,271","20,232","20,232","79,933","64,369","64,369","60,114","95,842","95,842","89,478","33,951","33,951","115,538","25,873","25,873","100,312","762,960","762,960","113,908","111,725","111,725","119,835","574,441","574,441","87,589","371,542","371,542","94,655","15,609","15,609","125,002","510,019","510,019","81,463","763,183","763,183","104,115","170,287","170,287","150,429","181,693","181,693","89,393","68,745","68,745","100,804","181,328","181,328","157,287","97,692","97,692","95,634","457,018","457,018","161,586","63,170","63,170","118,352","43,080","43,080","77,558","109,803","109,803","100,378","122,440","122,440","114,212","131,141","131,141","82,514","24,172","24,172","69,417","15,910","15,910","61,269","112,581","112,581","60,316","197,281","197,281","110,108","47,126","47,126","101,639","21,094","21,094","63,972"
"        With own children of householder under 18 years","166,522","43.4%","153,994","19,160","39.1%","75,938","130,227","43.6%","134,815","19,405","37.1%","111,205","112,603","48.7%","63,568","N","N","62,482","15,647","42.5%","62,365","103,199","49.8%","55,861","N","N","58,750","N","N","66,800","873,231","39.4%","83,235","12,867","39.1%","56,386","24,210","37.9%","224,163","N","N","72,351","33,023","51.3%","60,152","43,209","45.1%","80,039","13,705","40.4%","97,186","N","N","116,373","305,196","40.0%","113,025","46,315","41.5%","130,169","243,811","42.4%","82,423","160,302","43.1%","90,621","N","N","102,041","229,130","44.9%","76,131","317,227","41.6%","103,906","60,455","35.5%","187,351","90,761","50.0%","84,774","24,261","35.3%","98,517","73,011","40.3%","185,841","40,238","41.2%","83,626","199,307","43.6%","186,316","23,641","37.4%","120,218","15,641","36.3%","65,654","45,574","41.5%","92,655","47,564","38.8%","112,090","61,135","46.6%","72,229","N","N","62,306","N","N","61,617","58,169","51.7%","55,385","73,888","37.5%","104,380","20,054","42.6%","100,627","N","N","61,175"
"        With no own children of householder under 18 years","217,233","56.6%","125,199","29,851","60.9%","84,042","168,159","56.4%","123,357","32,934","62.9%","120,728","118,728","51.3%","76,989","N","N","77,105","21,210","57.5%","57,006","104,143","50.2%","70,933","N","N","73,454","N","N","76,771","1,344,418","60.6%","90,029","20,046","60.9%","81,807","39,718","62.1%","144,442","N","N","83,193","31,346","48.7%","60,019","52,633","54.9%","102,098","20,246","59.6%","124,064","N","N","90,906","457,764","60.0%","114,474","65,410","58.5%","112,688","330,630","57.6%","90,721","211,240","56.9%","98,149","N","N","131,001","280,889","55.1%","85,293","445,956","58.4%","104,257","109,832","64.5%","134,282","90,932","50.0%","91,960","44,484","64.7%","102,760","108,317","59.7%","143,571","57,454","58.8%","104,305","257,711","56.4%","148,674","39,529","62.6%","118,208","27,439","63.7%","85,611","64,229","58.5%","103,496","74,876","61.2%","116,807","70,006","53.4%","88,472","N","N","76,638","N","N","61,006","54,412","48.3%","64,874","123,393","62.5%","112,276","27,072","57.4%","102,060","N","N","75,279"
"        Married-couple families","289,778","75.5%","164,818","33,495","68.3%","100,187","226,289","75.8%","150,216","41,585","79.5%","131,099","149,789","64.8%","85,264","N","N","79,102","23,200","62.9%","75,377","137,887","66.5%","82,489","N","N","82,496","N","N","83,226","1,465,759","66.1%","107,007","21,209","64.4%","88,471","51,034","79.8%","194,950","N","N","89,178","40,530","63.0%","73,312","66,178","69.0%","112,045","26,129","77.0%","126,039","N","N","108,783","576,804","75.6%","133,474","91,753","82.1%","131,925","414,272","72.1%","100,911","263,975","71.0%","110,216","N","N","130,908","341,236","66.9%","97,542","567,165","74.3%","121,579","131,149","77.0%","184,546","124,336","68.4%","105,213","53,930","78.4%","114,030","143,006","78.9%","184,131","70,108","71.8%","117,147","353,131","77.3%","190,053","48,488","76.8%","135,832","30,969","71.9%","89,188","77,322","70.4%","116,086","94,733","77.4%","132,340","89,145","68.0%","99,282","N","N","79,045","N","N","88,535","71,696","63.7%","75,473","149,743","75.9%","122,117","34,526","73.3%","118,637","N","N","78,102"
"            With own children under 18 years","128,579","33.5%","188,872","11,434","23.3%","97,137","97,157","32.6%","177,956","13,415","25.6%","142,802","68,772","29.7%","87,197","N","N","78,311","8,863","24.0%","91,085","63,568","30.7%","82,281","N","N","80,193","N","N","70,625","580,815","26.2%","111,882","7,524","22.9%","76,525","19,085","29.9%","250,000+","N","N","87,534","20,321","31.6%","76,561","28,334","29.6%","101,506","9,583","28.2%","126,033","N","N","141,128","231,839","30.4%","138,601","36,893","33.0%","154,680","171,252","29.8%","103,050","112,020","30.2%","111,388","N","N","125,856","148,485","29.1%","97,388","230,644","30.2%","128,065","45,949","27.0%","240,104","60,430","33.3%","105,084","17,509","25.5%","112,036","59,573","32.9%","218,491","26,854","27.5%","103,597","159,215","34.8%","222,772","18,071","28.6%","146,519","9,682","22.5%","87,681","31,576","28.8%","118,346","34,104","27.9%","136,109","39,839","30.4%","97,164","N","N","76,459","N","N","96,234","33,843","30.1%","72,499","55,858","28.3%","116,963","14,260","30.3%","120,667","N","N","73,508"
"        Female householder, no spouse present","65,185","17.0%","72,314","10,157","20.7%","39,267","52,000","17.4%","64,272","7,689","14.7%","55,454","53,890","23.3%","35,946","N","N","35,791","9,889","26.8%","39,745","46,693","22.5%","35,313","N","N","32,522","N","N","61,232","498,153","22.5%","52,853","7,893","24.0%","49,381","8,674","13.6%","78,510","N","N","44,952","17,492","27.2%","36,096","19,744","20.6%","54,837","4,166","12.3%","69,333","N","N","50,542","126,071","16.5%","68,060","13,279","11.9%","75,253","109,513","19.1%","52,973","70,802","19.1%","55,467","N","N","65,252","111,490","21.9%","50,306","133,896","17.5%","55,195","27,691","16.3%","70,676","35,713","19.7%","48,418","9,222","13.4%","53,488","25,053","13.8%","89,121","18,151","18.6%","42,483","68,721","15.0%","79,138","10,120","16.0%","74,104","8,685","20.2%","36,802","21,622","19.7%","61,070","18,351","15.0%","64,721","27,590","21.0%","44,208","N","N","48,525","N","N","32,794","27,592","24.5%","38,592","32,722","16.6%","64,412","8,792","18.7%","60,007","N","N","38,320"
"            With own children under 18 years","26,381","6.9%","56,095","5,432","11.1%","37,569","24,594","8.2%","49,817","4,407","8.4%","31,840","31,156","13.5%","26,620","N","N","23,961","5,535","15.0%","37,603","27,861","13.4%","30,911","N","N","23,217","N","N","91,984","201,834","9.1%","36,465","3,586","10.9%","48,333","3,499","5.5%","37,281","N","N","24,246","8,876","13.8%","22,860","10,155","10.6%","42,677","1,930","5.7%","53,287","N","N","58,776","52,770","6.9%","46,748","6,032","5.4%","60,329","50,594","8.8%","36,432","32,397","8.7%","41,468","N","N","42,066","55,364","10.9%","36,461","63,429","8.3%","42,248","10,918","6.4%","83,353","18,913","10.4%","35,866","4,250","6.2%","30,273","9,652","5.3%","85,538","8,592","8.8%","30,136","27,566","6.0%","54,827","3,627","5.7%","48,944","4,184","9.7%","29,591","9,939","9.1%","39,325","9,223","7.5%","47,473","16,273","12.4%","35,727","N","N","35,524","N","N","30,614","16,520","14.7%","33,216","12,970","6.6%","46,903","4,421","9.4%","51,541","N","N","27,124"
"        Male householder, no spouse present","28,792","7.5%","83,440","5,359","10.9%","50,151","20,097","6.7%","95,078","3,065","5.9%","61,173","27,652","12.0%","54,331","N","N","45,531","3,768","10.2%","57,452","22,762","11.0%","50,309","N","N","59,051","N","N","74,605","253,737","11.4%","64,088","3,811","11.6%","48,800","4,220","6.6%","115,655","N","N","101,233","6,347","9.9%","44,367","9,920","10.4%","70,576","3,656","10.8%","72,483","N","N","31,782","60,085","7.9%","77,959","6,693","6.0%","88,422","50,656","8.8%","68,465","36,765","9.9%","71,145","N","N","100,054","57,293","11.2%","66,727","62,122","8.1%","81,273","11,447","6.7%","84,740","21,644","11.9%","67,869","5,593","8.1%","47,073","13,269","7.3%","95,963","9,433","9.7%","72,042","35,166","7.7%","101,062","4,562","7.2%","69,635","3,426","8.0%","54,345","10,859","9.9%","88,931","9,356","7.6%","78,102","14,406","11.0%","68,120","N","N","51,415","N","N","24,707","13,293","11.8%","49,476","14,816","7.5%","79,306","3,808","8.1%","74,384","N","N","53,085"
"            With own children under 18 years","11,562","3.0%","74,022","2,294","4.7%","51,947","8,476","2.8%","62,578","1,583","3.0%","60,534","12,675","5.5%","44,496","N","N","41,295","1,249","3.4%","32,184","11,770","5.7%","43,100","N","N","58,248","N","N","31,610","90,582","4.1%","48,663","1,757","5.3%","27,813","1,626","2.5%","110,379","N","N","121,116","3,826","5.9%","42,821","4,720","4.9%","52,180","2,192","6.5%","51,656","N","N","31,175","20,587","2.7%","62,480","3,390","3.0%","97,582","21,965","3.8%","54,449","15,885","4.3%","70,187","N","N","112,708","25,281","5.0%","51,970","23,154","3.0%","80,022","3,588","2.1%","59,442","11,418","6.3%","58,603","2,502","3.6%","45,234","3,786","2.1%","90,556","4,792","4.9%","73,735","12,526","2.7%","84,448","1,943","3.1%","46,672","1,775","4.1%","51,637","4,059","3.7%","72,088","4,237","3.5%","60,138","5,023","3.8%","66,189","N","N","50,971","N","N","30,415","7,806","6.9%","47,592","5,060","2.6%","50,789","1,373","2.9%","88,903","N","N","54,591"
"FAMILY INCOME BY FAMILY SIZE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2-person families","157,221","41.0%","111,022","25,583","52.2%","80,050","120,626","40.4%","105,583","26,440","50.5%","100,406","82,133","35.5%","62,235","15,009","52.3%","66,751","13,073","35.5%","42,295","71,567","34.5%","54,086","12,777","37.0%","60,101","8,816","50.1%","77,082","817,582","36.9%","76,329","12,594","38.3%","71,000","33,112","51.8%","138,086","9,987","49.4%","61,439","18,958","29.5%","51,707","36,152","37.7%","87,582","15,782","46.5%","110,037","14,935","57.7%","88,930","297,637","39.0%","102,320","51,577","46.2%","100,965","216,875","37.8%","75,602","150,506","40.5%","85,098","4,242","27.2%","95,549","170,501","33.4%","68,978","320,979","42.1%","92,575","84,688","49.7%","130,768","60,649","33.4%","77,762","37,164","54.1%","87,487","78,058","43.0%","126,125","39,653","40.6%","95,520","173,096","37.9%","135,429","28,741","45.5%","101,623","22,804","52.9%","67,394","44,116","40.2%","90,896","59,867","48.9%","105,461","47,140","35.9%","72,638","8,798","36.4%","70,607","8,361","52.6%","55,215","36,922","32.8%","51,052","83,792","42.5%","96,988","20,254","43.0%","95,016","7,546","35.8%","49,340"
"    3-person families","88,783","23.1%","146,370","9,499","19.4%","76,653","70,246","23.5%","133,680","11,973","22.9%","129,835","50,727","21.9%","72,629","6,239","21.7%","83,111","6,499","17.6%","54,790","48,604","23.4%","65,786","5,352","15.5%","59,964","4,096","23.3%","60,561","523,991","23.6%","83,394","7,660","23.3%","66,017","13,230","20.7%","173,249","4,697","23.2%","102,803","14,223","22.1%","50,441","17,867","18.6%","88,295","6,328","18.6%","111,792","5,216","20.2%","109,609","172,337","22.6%","113,262","22,825","20.4%","121,986","117,424","20.4%","82,101","81,249","21.9%","94,904","4,293","27.5%","125,119","118,384","23.2%","77,253","180,533","23.7%","106,255","35,257","20.7%","160,005","39,344","21.7%","79,692","14,364","20.9%","93,238","43,090","23.8%","173,314","19,065","19.5%","91,355","115,720","25.3%","171,454","13,339","21.1%","130,205","9,910","23.0%","73,048","26,492","24.1%","96,481","24,362","19.9%","112,425","30,635","23.4%","77,030","4,676","19.3%","73,032","3,265","20.5%","47,440","23,168","20.6%","65,637","42,856","21.7%","115,625","10,827","23.0%","108,610","4,905","23.3%","54,867"
"    4-person families","85,622","22.3%","175,415","8,825","18.0%","92,507","63,021","21.1%","171,260","9,345","17.9%","158,701","44,768","19.4%","86,318","5,109","17.8%","66,483","7,517","20.4%","74,474","39,595","19.1%","76,784","7,959","23.1%","74,113","3,352","19.0%","72,133","463,486","20.9%","101,046","5,949","18.1%","100,942","12,280","19.2%","250,000+","2,996","14.8%","79,849","14,934","23.2%","69,582","19,028","19.9%","85,186","6,410","18.9%","134,139","3,935","15.2%","131,856","165,730","21.7%","135,459","23,831","21.3%","160,160","117,163","20.4%","96,820","71,324","19.2%","106,903","2,990","19.2%","135,061","104,791","20.5%","88,248","148,118","19.4%","121,288","31,297","18.4%","186,063","37,557","20.7%","104,116","11,996","17.4%","134,957","36,508","20.1%","206,439","20,770","21.3%","100,067","102,623","22.5%","205,726","12,623","20.0%","135,774","6,191","14.4%","99,356","19,021","17.3%","110,392","24,113","19.7%","124,883","24,264","18.5%","105,197","5,063","20.9%","52,785","2,622","16.5%","89,917","24,462","21.7%","62,690","39,632","20.1%","121,563","10,306","21.9%","100,174","3,348","15.9%","66,368"
"    5-person families","32,310","8.4%","144,401","3,641","7.4%","88,324","27,051","9.1%","134,862","3,109","5.9%","112,676","31,106","13.4%","69,880","1,750","6.1%","65,177","6,424","17.4%","91,486","24,690","11.9%","58,590","5,110","14.8%","62,016","435","2.5%","128,703","237,529","10.7%","95,405","3,751","11.4%","67,756","3,416","5.3%","250,000+","1,288","6.4%","85,578","9,197","14.3%","62,356","10,754","11.2%","85,264","3,340","9.8%","106,895","1,193","4.6%","71,873","73,186","9.6%","117,126","9,638","8.6%","136,931","69,920","12.2%","102,860","37,135","10.0%","102,565","2,241","14.4%","106,784","64,612","12.7%","90,461","68,463","9.0%","111,191","11,922","7.0%","139,191","24,593","13.5%","96,545","3,632","5.3%","105,000","14,422","8.0%","191,688","9,470","9.7%","91,079","39,792","8.7%","160,046","4,760","7.5%","131,542","2,520","5.8%","74,389","12,826","11.7%","108,627","9,215","7.5%","121,675","16,983","13.0%","93,528","2,855","11.8%","55,244","1,026","6.4%","108,438","15,795","14.0%","63,905","17,964","9.1%","110,918","3,602","7.6%","120,432","2,926","13.9%","79,538"
"    6-person families","11,645","3.0%","158,311","811","1.7%","128,074","9,527","3.2%","116,754","804","1.5%","122,851","14,354","6.2%","74,009","413","1.4%","86,492","2,177","5.9%","56,235","13,854","6.7%","61,694","1,911","5.5%","54,434","733","4.2%","48,836","96,750","4.4%","97,242","1,497","4.5%","43,668","1,343","2.1%","163,528","899","4.4%","150,464","4,556","7.1%","89,567","6,743","7.0%","103,175","1,560","4.6%","115,846","208","0.8%","131,523","31,526","4.1%","119,022","2,630","2.4%","146,167","27,698","4.8%","109,012","17,747","4.8%","92,842","1,231","7.9%","126,887","30,876","6.1%","94,832","25,601","3.4%","120,710","4,238","2.5%","167,971","10,728","5.9%","110,195","1,097","1.6%","69,731","4,584","2.5%","200,148","4,208","4.3%","96,655","14,206","3.1%","159,068","2,550","4.0%","92,654","921","2.1%","138,458","4,100","3.7%","104,492","3,268","2.7%","128,243","7,347","5.6%","100,611","1,557","6.4%","84,846","401","2.5%","108,281","8,567","7.6%","59,400","6,719","3.4%","109,538","1,752","3.7%","84,415","1,776","8.4%","135,160"
